artist,song,duration_ms,year,popularity,danceability,energy,tempo,genre
Bob Sinclar,Rock This Party - Everybody Dance Now,245466,2006,69,0.893,0.823,128.009,"pop, Dance/Electronic"
Diddy,Come to Me (feat. Nicole Scherzinger),276786,2006,55,0.819,0.485,96.998,"hip hop, pop"
Madonna,Sorry,281880,2005,61,0.589,0.877,132.971,pop
Chamillionaire,Ridin',303053,2005,71,0.787,0.799,143.052,"hip hop, pop"
Black Eyed Peas,Pump It,213066,2005,75,0.648,0.931,153.649,"hip hop, pop"
Nelly Furtado,Promiscuous,242293,2006,82,0.808,0.97,114.328,"hip hop, pop, latin"
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150533,2015,39,0.814,0.923,127.919,"pop, Dance/Electronic"
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,2006,58,0.711,0.761,95.824,"hip hop, pop"
The Pussycat Dolls,Buttons,225560,2005,68,0.565,0.817,210.851,"pop, R&B"
Ciara,Get Up (feat. Chamillionaire),261880,2006,59,0.964,0.595,128.593,"pop, R&B"
Eminem,Shake That,274440,2005,74,0.963,0.643,107.005,hip hop
Cherish,Do It To It,226293,2006,65,0.826,0.67,74.007,"hip hop, pop, R&B"
Muse,Supermassive Black Hole,212439,2006,75,0.668,0.921,120,rock
Chris Brown,Gimme That,186826,2005,63,0.678,0.572,87.165,"hip hop, pop, R&B"
Infernal,From Paris to Berlin,209666,2004,57,0.741,0.869,126.069,pop
Cassie,Me & U,192213,2006,73,0.803,0.454,99.99,"pop, R&B"
E-40,U and Dat (feat. T. Pain & Kandi Girl),202720,2006,63,0.858,0.484,99.992,"hip hop, pop"
The Pussycat Dolls,Beep,229360,2005,57,0.938,0.735,103.7,"pop, R&B"
Lil Jon,Snap Yo Fingers,274386,2006,67,0.835,0.757,82.038,"hip hop, pop"
Armand Van Helden,My My My - Radio Edit,190000,2006,40,0.678,0.768,127.51,"pop, Dance/Electronic"
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,2005,68,0.833,0.628,106.328,hip hop
Yung Joc,It's Goin' Down (feat. Nitti),241840,2006,66,0.888,0.577,84.003,"hip hop, pop"
Shayne Ward,No Promises,223066,2006,1,0.5,0.498,79.798,pop
Justin Timberlake,My Love (feat. T.I.),276160,2006,72,0.771,0.68,119.952,pop
Nickelback,Savin' Me,219320,2005,65,0.441,0.815,164.007,"rock, metal"
Nelly,Grillz,271160,2005,60,0.867,0.504,82.996,"hip hop, pop, R&B"
Take That,Patience,202066,2006,64,0.309,0.783,175.788,pop
Fergie,London Bridge,241306,2006,57,0.769,0.609,90.951,"pop, R&B"
Cascada,Everytime We Touch - Radio Edit,199120,2011,0,0.64,0.977,142.019,"hip hop, pop, Dance/Electronic"
D4L,Laffy Taffy,224253,2005,63,0.891,0.439,77.499,"hip hop, pop"
LL Cool J,Control Myself,233973,2006,42,0.825,0.876,120.066,"hip hop, pop, R&B"
Beyoncé,Deja Vu (feat. Jay-Z),240280,2007,57,0.644,0.746,105.253,"pop, R&B"
P!nk,Stupid Girls,197173,2006,0,0.683,0.886,100.04,pop
Eminem,When I'm Gone,281320,2005,68,0.618,0.746,75.272,hip hop
Kelis,Bossy,273973,2006,50,0.906,0.633,84.021,"pop, R&B, Dance/Electronic"
Bob Sinclar,Love Generation - Radio Edit,207613,2005,49,0.715,0.812,128.04,"pop, Dance/Electronic"
Meck,Thunder in My Heart Again (Radio Edit),189800,2005,46,0.679,0.922,129.016,set()
Mary J. Blige,Be Without You - Kendu Mix,246333,2005,69,0.726,0.7,146.559,"pop, R&B"
Girls Aloud,Something Kinda Ooooh,201590,2012,49,0.681,0.908,131.925,"pop, Dance/Electronic"
Rihanna,Unfaithful,226973,2006,70,0.588,0.391,144.069,"hip hop, pop, R&B"
Kanye West,Touch The Sky,236600,2005,73,0.552,0.846,98.56,hip hop
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",229813,2006,60,0.886,0.62,76.035,"hip hop, pop"
Evanescence,Call Me When You're Sober,214706,2006,65,0.45,0.883,93.41,metal
Chingy,Pullin' Me Back,234133,2006,62,0.786,0.511,80,"hip hop, pop, R&B"
Nickelback,Far Away,238173,2005,70,0.518,0.797,132.918,"rock, metal"
Fall Out Boy,"Dance, Dance",180266,2005,74,0.622,0.961,114.452,rock
Leona Lewis,A Moment Like This,257293,2007,57,0.261,0.562,70.543,"pop, R&B"
T.I.,What You Know,274333,2006,64,0.551,0.81,73.464,"hip hop, pop"
Ludacris,Money Maker,230613,2006,62,0.551,0.598,78.756,"hip hop, pop"
Nick Lachey,What's Left Of Me,244613,2006,37,0.42,0.742,149.965,pop
Jibbs,Chain Hang Low,207586,2006,56,0.792,0.589,157.147,"hip hop, pop"
Arctic Monkeys,When The Sun Goes Down,202133,2006,72,0.348,0.875,169.152,rock
Rascal Flatts,Life is a Highway,276773,2006,0,0.561,0.936,103.055,country
Beyoncé,Check On It (feat. Slim Thug),211186,2006,45,0.7,0.887,166.104,"pop, R&B"
Keyshia Cole,Love,255333,2005,72,0.688,0.519,116.714,"hip hop, pop, R&B"
Lily Allen,Smile,196893,2006,68,0.632,0.639,95.506,pop
Ne-Yo,Sexy Love,220853,2006,67,0.693,0.516,94.02,"pop, R&B"
JoJo,Too Little Too Late,223680,2006,48,0.535,0.823,83.001,"hip hop, pop, R&B"
Mary J. Blige,One,260466,2005,64,0.344,0.874,185.888,"pop, R&B"
Bubba Sparxxx,Ms. New Booty,252653,2005,62,0.64,0.62,129.37,"hip hop, pop, country"
Amy Winehouse,You Know I'm No Good,256946,2006,63,0.705,0.806,103.383,R&B
Rascal Flatts,What Hurts The Most,214106,2006,69,0.537,0.674,136.002,country
Red Hot Chili Peppers,Dani California,282160,2006,76,0.556,0.913,96.184,rock
Scissor Sisters,I Don't Feel Like Dancin',288360,2006,63,0.707,0.923,108.023,"pop, rock, Dance/Electronic"
Ne-Yo,So Sick,207186,2006,75,0.452,0.574,92.791,"pop, R&B"
Hinder,Lips Of An Angel,261053,2019,35,0.474,0.744,129.005,"pop, rock, metal"
The Raconteurs,"Steady, As She Goes",215266,2006,56,0.525,0.578,123.696,rock
The Fratellis,Chelsea Dagger,215306,2006,68,0.511,0.815,154.514,rock
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,2005,42,0.684,0.819,179.999,"hip hop, pop, rock"
The Pussycat Dolls,Stickwitu,207506,2005,67,0.548,0.554,79.918,"pop, R&B"
Panic! At The Disco,I Write Sins Not Tragedies,185586,2005,70,0.566,0.815,169.961,rock
James Blunt,Goodbye My Lover,258653,2005,67,0.432,0.261,89.567,pop
Christina Aguilera,Ain't No Other Man,228906,2006,63,0.862,0.742,127.91,pop
Westlife,The Rose,219106,2006,0,0.272,0.203,109.581,pop
Keane,Is It Any Wonder?,186173,2006,59,0.489,0.955,129.352,pop
Orson,No Tomorrow,167493,2006,46,0.656,0.624,124.082,pop
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,2005,0,0.731,0.368,145.171,"hip hop, pop, R&B"
KT Tunstall,Black Horse And The Cherry Tree,172373,2005,64,0.748,0.786,104.833,"World/Traditional, pop, Folk/Acoustic"
Natasha Bedingfield,Unwritten,259333,2004,2,0.706,0.8,100.011,pop
Razorlight,America,249760,2006,67,0.447,0.568,90.933,"rock, pop"
James Morrison,You Give Me Something,213173,2006,64,0.559,0.688,79.753,"pop, R&B"
Snow Patrol,You're All I Have,273333,2006,35,0.467,0.921,132.013,"World/Traditional, rock, pop"
The Fray,How to Save a Life,262533,2005,79,0.64,0.743,122.035,pop
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,2006,61,0.7,0.465,108.102,"World/Traditional, pop"
My Chemical Romance,Welcome to the Black Parade,311106,2006,76,0.217,0.905,96.95,rock
Razorlight,In The Morning,222453,2006,59,0.616,0.855,124.191,"rock, pop"
The All-American Rejects,Dirty Little Secret,193653,2005,65,0.469,0.955,143.853,"rock, pop"
James Morrison,Wonderful World,210066,2006,49,0.474,0.71,78.969,"pop, R&B"
Chris Brown,Yo (Excuse Me Miss),229040,2005,69,0.536,0.612,86.768,"hip hop, pop, R&B"
P!nk,Who Knew,208493,2006,0,0.688,0.734,140.004,pop
The Kooks,Naive,203506,2006,73,0.391,0.808,100.304,rock
Leona Lewis,Bleeding Love,262466,2007,75,0.638,0.656,104.036,"pop, R&B"
Rihanna,Umbrella,275986,2008,81,0.583,0.829,174.028,"hip hop, pop, R&B"
Britney Spears,Gimme More,251240,2007,79,0.788,0.844,113.324,pop
Fergie,Big Girls Don't Cry (Personal),268120,2006,76,0.708,0.641,113.082,"pop, R&B"
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,2007,0,0.698,0.844,105.828,pop
Plain White T's,Hey There Delilah,232533,2005,78,0.656,0.291,103.971,pop
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,2006,70,0.687,0.723,76,pop
Gwen Stefani,The Sweet Escape,246466,2006,71,0.756,0.77,119.961,"pop, R&B"
Timbaland,The Way I Are,179120,2007,80,0.731,0.807,114.759,"hip hop, pop, R&B"
Nelly Furtado,Say It Right,223080,2006,81,0.872,0.872,116.948,"hip hop, pop, latin"
Ida Corr,Let Me Think About It,151973,2012,43,0.762,0.754,129.026,set()
Alex Gaudino,Destination Calabria - Radio Edit,223111,2007,73,0.627,0.954,128.016,Dance/Electronic
September,Cry for You,209800,2007,65,0.767,0.881,130.018,"pop, Dance/Electronic"
Akon,Smack That,212360,2006,58,0.94,0.743,118.988,pop
Timbaland,Give It To Me,234026,2007,70,0.975,0.711,110.621,"hip hop, pop, R&B"
50 Cent,Ayo Technology,247946,2007,67,0.63,0.782,140.144,"hip hop, pop"
Eric Prydz,Proper Education - Radio Edit,198567,2007,0,0.537,0.937,124.938,"pop, Dance/Electronic"
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,2015,0,0.827,0.931,127.995,"pop, Dance/Electronic"
Ciara,Like a Boy,237053,2006,68,0.701,0.724,132.035,"pop, R&B"
Kanye West,Stronger,311866,2007,54,0.617,0.717,103.992,hip hop
Beyoncé,Beautiful Liar,199853,2007,64,0.764,0.751,91.977,"pop, R&B"
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,2007,59,0.584,0.681,79.702,"hip hop, pop"
Akon,I Wanna Love You,247066,2006,53,0.865,0.45,99.989,pop
Soulja Boy,Crank That (Soulja Boy),221933,2007,74,0.736,0.74,140.141,"hip hop, pop"
Fat Joe,Make It Rain,247413,2006,59,0.744,0.697,149.28,"hip hop, pop"
P!nk,U + Ur Hand,214386,2006,0,0.709,0.891,141.04,pop
Rihanna,Shut Up And Drive,212280,2008,69,0.735,0.826,132.964,"hip hop, pop, R&B"
Lloyd,Get It Shawty,209533,2007,62,0.822,0.905,128.014,"hip hop, pop, R&B"
Kanye West,Can't Tell Me Nothing,271600,2007,47,0.596,0.62,80.029,hip hop
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,2006,17,0.847,0.861,127.894,set()
Linkin Park,What I've Done,205613,2007,77,0.623,0.93,120.119,"rock, metal"
Keyshia Cole,Last Night,255706,2007,60,0.918,0.857,121.006,"hip hop, pop, R&B"
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,68,0.729,0.658,140.043,"hip hop, pop, R&B"
Shop Boyz,Party Like A Rock Star,253400,2007,61,0.619,0.709,144.972,"hip hop, pop"
Finger Eleven,Paralyzer,208106,2007,73,0.644,0.939,106.031,"rock, metal"
Justin Timberlake,Summer Love,252973,2006,66,0.606,0.591,95.802,pop
MiMS,This Is Why I'm Hot,253706,2007,59,0.621,0.6,80.021,"hip hop, pop"
Fabolous,Make Me Better,253573,2007,62,0.607,0.599,86.491,"hip hop, pop, R&B"
Seether,Fake It,193893,2007,73,0.611,0.95,132.078,"rock, metal"
Take That,Patience,202066,2006,64,0.309,0.783,175.788,pop
Arctic Monkeys,Brianstorm,172866,2007,67,0.42,0.974,165.182,rock
Justin Timberlake,My Love (feat. T.I.),276160,2006,72,0.771,0.68,119.952,pop
Fergie,Glamorous,246600,2006,64,0.811,0.757,130.993,"pop, R&B"
Linkin Park,Bleed It Out,166373,2007,73,0.529,0.967,140.127,"rock, metal"
My Chemical Romance,Teenagers,161920,2006,80,0.463,0.857,111.647,rock
Calvin Harris,Acceptable in the 80's,333680,2007,57,0.787,0.808,127.99,"hip hop, pop, Dance/Electronic"
Sugababes,About You Now,212400,2007,66,0.584,0.699,82.499,"pop, R&B"
Avril Lavigne,Girlfriend,216600,2007,75,0.56,0.959,163.983,pop
Ne-Yo,Because Of You,266840,2007,74,0.81,0.538,109.97,"pop, R&B"
Daughtry,It's Not Over,215173,2016,45,0.45,0.921,145.959,"pop, rock, metal"
Unk,Walk It Out,173040,2013,48,0.794,0.777,160.022,"hip hop, pop"
Lloyd,You,273133,2007,70,0.412,0.876,130.159,"hip hop, pop, R&B"
Klaxons,Golden Skans,165120,2007,65,0.463,0.836,141.955,rock
T-Pain,Bartender (feat. Akon),238800,2007,3,0.675,0.394,104.987,"hip hop, pop, R&B"
Baby Boy Da Prince,The Way I Live - Main Explicit,324906,2006,59,0.88,0.438,90.02,"hip hop, pop"
Fergie,Fergalicious,292373,2006,63,0.906,0.584,129.055,"pop, R&B"
Omarion,Ice Box,256426,2006,57,0.775,0.731,131.105,"hip hop, pop, R&B"
Pretty Ricky,On the Hotline - Amended Version,242586,2007,57,0.704,0.854,92.988,"hip hop, pop, R&B"
Nickelback,Rockstar,252040,2005,69,0.616,0.91,144.072,"rock, metal"
Fall Out Boy,Thnks fr th Mmrs,203506,2007,76,0.459,0.891,154.837,rock
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,2006,57,0.859,0.681,121.243,pop
All Time Low,"Dear Maria, Count Me In",182826,2007,76,0.459,0.895,181.04,rock
Amy Winehouse,Back To Black,241293,2006,76,0.403,0.422,122.728,R&B
Keyshia Cole,Let It Go,238360,2007,58,0.808,0.721,94.955,"hip hop, pop, R&B"
Ciara,Promise,267413,2006,56,0.697,0.629,123.279,"pop, R&B"
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,2007,45,0.753,0.759,114.999,"pop, latin"
T2,Heartbroken - Edit,178613,2017,59,0.716,0.757,139.986,Dance/Electronic
Robyn,With Every Heartbeat,254920,2005,36,0.477,0.865,120.872,"pop, Dance/Electronic"
Maroon 5,Makes Me Wonder,211080,2007,62,0.803,0.851,113.996,pop
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,2007,68,0.435,0.887,199.935,rock
Paramore,Misery Business,211520,2007,72,0.517,0.906,172.977,"pop, rock"
Hinder,Better Than Me,223533,2019,30,0.451,0.682,139.913,"pop, rock, metal"
Huey,"Pop, Lock & Drop It - Video Edit",261026,2006,52,0.723,0.644,144.09,"hip hop, pop"
Foo Fighters,The Pretender,269373,2007,78,0.433,0.959,172.984,"rock, metal"
Plies,Shawty (feat. T Pain),255413,2007,61,0.444,0.708,105.412,"hip hop, pop, R&B"
Kaiser Chiefs,Ruby,204200,2007,67,0.451,0.939,93.416,rock
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,2007,46,0.626,0.906,118.035,pop
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,2006,57,0.772,0.59,83.998,"hip hop, pop, R&B"
Jim Jones,We Fly High,236080,2006,0,0.685,0.8,120.226,"hip hop, pop"
The Red Jumpsuit Apparatus,Face Down,192000,2006,74,0.545,0.932,92.956,pop
MIKA,Grace Kelly,187733,2006,69,0.675,0.828,122.229,pop
Christina Aguilera,Candyman,194213,2006,66,0.686,0.789,172.976,pop
Sean Kingston,Beautiful Girls,225373,2007,78,0.762,0.661,130.009,"hip hop, pop, R&B"
Akon,Don't Matter,293066,2006,52,0.801,0.454,125.139,pop
James Blunt,1973,280026,2007,68,0.72,0.668,123.007,pop
Carrie Underwood,Before He Cheats,199946,2005,76,0.519,0.749,147.905,"pop, country"
Just Jack,Starz In Their Eyes,295933,2006,52,0.67,0.8,123.802,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,2007,2,0.451,0.55,80.001,"hip hop, pop, R&B"
Bone Thugs-N-Harmony,I Tried,287480,2007,61,0.727,0.71,81.995,"hip hop, pop"
Avril Lavigne,When You're Gone,240493,2007,68,0.457,0.719,142.034,pop
Rich Boy,Throw Some D's,263920,2007,57,0.697,0.86,160.895,"hip hop, pop"
MIKA,Love Today,235173,2006,57,0.673,0.913,124.484,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,2007,53,0.344,0.921,126.766,"rock, pop"
Elliott Yamin,Wait for You,261320,2007,58,0.764,0.487,116.027,set()
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241133,2007,56,0.733,0.744,92.515,set()
Boys Like Girls,The Great Escape,206520,2007,62,0.423,0.94,149.934,pop
Take That,Rule The World - Radio Edit,237760,2007,58,0.357,0.774,164.054,pop
J. Holiday,Bed,275106,2007,64,0.684,0.606,127.901,"hip hop, pop, R&B, Dance/Electronic"
Red Hot Chili Peppers,Snow (Hey Oh),334666,2006,79,0.427,0.9,104.655,rock
Ludacris,Runaway Love,280680,2006,51,0.405,0.721,92.854,"hip hop, pop"
Flo Rida,Low (feat. T-Pain),231400,2008,80,0.918,0.609,128.008,"hip hop, pop"
Katy Perry,I Kissed A Girl,179640,2008,73,0.699,0.76,129.996,pop
Rihanna,Take A Bow,229413,2008,74,0.697,0.467,82.082,"hip hop, pop, R&B"
Alicia Keys,No One,253813,2007,77,0.644,0.549,90.04,"pop, R&B"
Timbaland,Apologize,184400,2007,74,0.653,0.604,118.016,"hip hop, pop, R&B"
Ne-Yo,Miss Independent,232000,2008,71,0.668,0.673,171.812,"pop, R&B"
Chris Brown,With You,252120,2007,70,0.662,0.693,86.009,"hip hop, pop, R&B"
Beyoncé,If I Were a Boy,249146,2008,66,0.632,0.518,90.007,"pop, R&B"
Kardinal Offishall,Dangerous,246053,2008,75,0.949,0.79,117.002,"hip hop, pop, R&B"
Madcon,Beggin (original version),216146,2007,70,0.715,0.8,129.023,"hip hop, pop"
September,Cry for You,209800,2007,65,0.767,0.881,130.018,"pop, Dance/Electronic"
Rihanna,Disturbia,238626,2008,76,0.707,0.813,124.921,"hip hop, pop, R&B"
Guru Josh Project,Infinity 2008,190013,2011,1,0.493,0.849,127.999,hip hop
Britney Spears,Break the Ice,196053,2007,61,0.712,0.911,117.533,pop
Lil Wayne,Lollipop,299333,2008,69,0.829,0.428,148.075,"hip hop, pop"
Basshunter,Now You're Gone - Video Edit,148186,2008,63,0.639,0.976,147.99,pop
Kanye West,Flashing Lights,237506,2007,52,0.639,0.628,90.482,hip hop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,2009,71,0.753,0.931,113.029,pop
Katy Perry,Hot N Cold,220226,2008,73,0.706,0.841,132.032,pop
Rihanna,Don't Stop The Music,267080,2008,77,0.835,0.669,122.668,"hip hop, pop, R&B"
Snoop Dogg,Sensual Seduction,245520,2007,56,0.756,0.829,120.163,"hip hop, pop"
Akon,Right Now (Na Na Na),240746,2008,69,0.83,0.857,137.982,pop
Britney Spears,Womanizer,224400,2008,76,0.724,0.695,139,pop
Eric Prydz,Pjanoo - Radio Edit,157432,2008,65,0.605,0.874,125.99,"pop, Dance/Electronic"
Kelly Rowland,Work,207920,2010,34,0.888,0.823,102.757,"hip hop, pop, R&B"
Jeezy,Put On,321293,2008,69,0.654,0.77,137.616,"hip hop, pop"
Madonna,Give It 2 Me,287906,2008,57,0.837,0.954,127.019,pop
The Pussycat Dolls,When I Grow Up,245680,2008,72,0.671,0.685,118.449,"pop, R&B"
will.i.am,Heartbreaker,327880,2007,46,0.788,0.549,120.051,"hip hop, pop"
Soulja Boy,Crank That (Soulja Boy),221933,2007,74,0.736,0.74,140.141,"hip hop, pop"
Britney Spears,Piece of Me,212106,2007,64,0.769,0.638,115.007,pop
T.I.,Live Your Life,338853,2008,75,0.375,0.862,159.841,"hip hop, pop"
Ne-Yo,Closer,234360,2008,65,0.709,0.745,126.027,"pop, R&B"
Lil Wayne,A Milli,221840,2008,69,0.674,0.695,151.486,"hip hop, pop"
Colby O'Donis,What You Got,243013,2008,61,0.775,0.641,119.974,"hip hop, pop, R&B"
Miley Cyrus,See You Again,190453,2007,0,0.692,0.911,138.975,pop
Basshunter,All I Ever Wanted - Radio Edit,176453,2008,65,0.645,0.984,144.954,pop
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,68,0.729,0.658,140.043,"hip hop, pop, R&B"
Finger Eleven,Paralyzer,208106,2007,73,0.644,0.939,106.031,"rock, metal"
Alesha Dixon,The Boy Does Nothing,210680,2008,51,0.632,0.972,87,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,2011,68,0.878,0.746,111.996,"hip hop, pop, Dance/Electronic"
Gabriella Cilmi,Sweet About Me,202133,2008,56,0.671,0.701,131.977,R&B
Jack White,Another Way to Die,262240,2007,56,0.486,0.765,141.933,"rock, blues"
Plies,Hypnotized (feat. Akon),188493,2007,66,0.84,0.571,116.59,"hip hop, pop, R&B"
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,0.612,111.572,"pop, R&B"
Sean Kingston,Take You There,236693,2008,65,0.752,0.921,115.033,"hip hop, pop, R&B"
Natasha Bedingfield,Pocketful of Sunshine,203440,2008,62,0.726,0.881,110.019,pop
The Offspring,"You're Gonna Go Far, Kid",177826,2008,78,0.55,0.917,126.115,"rock, pop, metal"
Kanye West,Homecoming,203493,2007,47,0.667,0.747,86.917,hip hop
Estelle,American Boy,284733,2008,78,0.727,0.729,117.932,R&B
Saving Abel,Addicted,222826,2008,69,0.512,0.864,138.018,"rock, metal"
Pendulum,Propane Nightmares,313346,2008,57,0.356,0.966,173.992,Dance/Electronic
The Game,My Life,320893,2008,60,0.673,0.766,148.113,"hip hop, pop"
Danity Kane,Damaged,244266,2008,57,0.774,0.653,120.01,"pop, R&B"
P!nk,So What,215160,2008,76,0.534,0.87,126.019,pop
Kanye West,Love Lockdown,270306,2008,66,0.76,0.524,119.603,hip hop
Gym Class Heroes,Cookie Jar (feat. The-Dream),216317,2008,54,0.687,0.668,113.053,"hip hop, pop"
M.I.A.,Paper Planes,205200,2007,1,0.447,0.848,172.247,"pop, rock"
3 Doors Down,It's Not My Time,241960,2008,56,0.529,0.934,127.962,"pop, rock, metal"
Kylie Minogue,Wow,190973,2007,47,0.654,0.884,124.072,"pop, Dance/Electronic"
Mariah Carey,Touch My Body,204733,2008,0,0.715,0.665,78.502,"pop, R&B"
MGMT,Kids,302840,2007,77,0.451,0.931,122.961,rock
The Ting Tings,Shut Up and Let Me Go,171226,2007,55,0.852,0.927,107.993,"pop, rock, Dance/Electronic"
Lil Wayne,Got Money,244626,2008,58,0.694,0.661,82.48,"hip hop, pop"
Santana,Into the Night (feat. Chad Kroeger),222440,2007,57,0.595,0.844,127.981,"rock, blues, latin"
The-Dream,I Luv Your Girl,267866,2007,62,0.723,0.322,90.063,"hip hop, pop, R&B"
Wiley,Wearing My Rolex - Radio Edit,170480,2008,59,0.876,0.716,131.942,"hip hop, Dance/Electronic"
Usher,Love in This Club (feat. Young Jeezy),259720,2008,71,0.573,0.712,140.012,"hip hop, pop, R&B"
Sam Sparro,Black & Gold - Radio Edit,212360,2008,53,0.383,0.703,135.968,"pop, Dance/Electronic"
"H ""two"" O",What's It Gonna Be (feat. Platnum),207476,2008,55,0.733,0.9,139.61,Dance/Electronic
The Ting Tings,That's Not My Name,310573,2008,51,0.755,0.901,145.042,"pop, rock, Dance/Electronic"
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",240760,2008,61,0.648,0.801,78.946,"hip hop, pop, R&B"
James Morrison,Broken Strings,250453,2008,70,0.57,0.717,111.91,"pop, R&B"
Leona Lewis,Run,314720,2007,62,0.285,0.462,142.365,"pop, R&B"
Metro Station,Shake It,179946,2007,67,0.618,0.955,150.034,"pop, rock"
T.I.,Whatever You Like,249533,2008,74,0.68,0.687,150.053,"hip hop, pop"
Trey Songz,Can't Help but Wait,206413,2007,62,0.699,0.699,94.977,"hip hop, pop, R&B"
OneRepublic,Stop And Stare,223853,2007,59,0.492,0.859,92.474,pop
Alexandra Burke,Hallelujah,217826,2009,63,0.177,0.425,182.571,pop
Mary J. Blige,Just Fine,242133,2007,64,0.923,0.795,123.021,"pop, R&B"
Jordin Sparks,One Step At a Time,205160,2007,56,0.766,0.692,102.028,"pop, R&B"
Coldplay,Viva La Vida,242373,2008,80,0.486,0.617,138.015,"rock, pop"
Kings of Leon,Sex on Fire,203346,2008,80,0.542,0.905,153.398,rock
Kanye West,Good Life,207000,2007,45,0.439,0.808,82.962,hip hop
Duffy,Mercy,219920,2008,69,0.793,0.859,129.911,"pop, R&B"
David Archuleta,Crush,213520,2008,67,0.57,0.664,162.084,pop
J. Holiday,Suffocate - Superclean,220053,2007,58,0.458,0.445,82.82,"hip hop, pop, R&B, Dance/Electronic"
Gavin DeGraw,In Love With a Girl,206000,2008,51,0.438,0.906,161.905,"pop, Folk/Acoustic"
Jordin Sparks,Tattoo,233466,2007,54,0.566,0.766,168.005,"pop, R&B"
Coldplay,Violet Hill,222653,2008,63,0.33,0.58,76.093,"rock, pop"
Ray J,Sexy Can I feat. Yung Berg,204040,2008,1,0.575,0.684,172.155,"hip hop, pop, R&B"
Jennifer Hudson,Spotlight,250106,2008,60,0.707,0.724,108.984,"pop, R&B, easy listening"
John Legend,Green Light (feat. André 3000),284186,2008,55,0.622,0.882,77.506,"pop, R&B"
Jonas Brothers,Burnin' Up,175093,2008,68,0.667,0.954,114.03,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,2007,64,0.572,0.822,94.812,"hip hop, pop"
Chris Brown,Forever,278573,2008,74,0.672,0.82,120.005,"hip hop, pop, R&B"
Adele,Chasing Pavements,210506,2008,1,0.614,0.47,80.045,"pop, R&B"
Leona Lewis,Better in Time,234173,2007,67,0.584,0.7,163.953,"pop, R&B"
Fergie,Clumsy,240426,2006,58,0.731,0.563,184.009,"pop, R&B"
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,2008,0,0.648,0.516,89.828,"hip hop, pop, R&B"
Black Eyed Peas,I Gotta Feeling,289133,2009,80,0.743,0.766,127.96,"hip hop, pop"
Lady Gaga,Poker Face,237200,2008,77,0.851,0.806,118.999,pop
Beyoncé,Halo,261640,2008,74,0.508,0.72,79.983,"pop, R&B"
David Guetta,Sexy Bitch (feat. Akon),195853,2010,75,0.813,0.627,130.011,"hip hop, pop, Dance/Electronic"
Flo Rida,Right Round,204640,2009,74,0.72,0.672,124.986,"hip hop, pop"
Taylor Swift,Love Story,236266,2008,74,0.617,0.741,118.984,pop
Pitbull,Hotel Room Service,238506,2009,63,0.849,0.599,126.003,"hip hop, pop, latin"
Britney Spears,Circus,192360,2008,74,0.791,0.733,114.98,pop
Lady Gaga,LoveGame,216333,2008,69,0.894,0.678,105.024,pop
Skillet,Monster,178013,2009,75,0.64,0.957,134.992,"rock, pop, metal"
The Prodigy,Omen,216026,2009,57,0.545,0.953,140.002,"rock, pop, Dance/Electronic"
Black Eyed Peas,Meet Me Halfway,284373,2009,72,0.798,0.629,130,"hip hop, pop"
Kanye West,Heartless,211000,2008,82,0.79,0.647,87.999,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),221240,2009,72,0.88,0.443,138.018,hip hop
Lady Gaga,Just Dance,241933,2008,76,0.822,0.739,118.992,pop
Britney Spears,If U Seek Amy,216520,2008,69,0.717,0.587,129.954,pop
